date,hour,energy_kWh,day_of_month,month,week,holiday,weekday,day_of_week,season,energy_kWh after normalisation
2012-06-01,1,1.011,1,5,21,0,0,4,2,0.08171677982541221
2012-06-01,2,0.451,1,5,21,0,0,4,2,0.03645328160362108
2012-06-01,3,0.505,1,5,21,0,0,4,2,0.04081797607500808
2012-06-01,4,0.441,1,5,21,0,0,4,2,0.03564500484966052
2012-06-01,5,0.468,1,5,21,0,0,4,2,0.03782735208535403
2012-06-01,6,0.451,1,5,21,0,0,4,2,0.03645328160362108
2012-06-01,7,0.464,1,5,21,0,0,4,2,0.0375040413837698
2012-06-01,8,0.897,1,5,21,0,0,4,2,0.07250242483026188
2012-06-01,9,1.066,1,5,21,0,0,4,2,0.08616230197219528
2012-06-01,10,0.946,1,5,21,0,0,4,2,0.0764629809246686
2012-06-01,11,0.465,1,5,21,0,0,4,2,0.03758486905916586
2012-06-01,12,0.792,1,5,21,0,0,4,2,0.06401551891367604
2012-06-01,13,0.468,1,5,21,0,0,4,2,0.03782735208535403
2012-06-01,14,0.674,1,5,21,0,0,4,2,0.054477853216941485
2012-06-01,15,0.503,1,5,21,0,0,4,2,0.040656320724215975
2012-06-01,16,0.556,1,5,21,0,0,4,2,0.044940187520206926
2012-06-01,17,0.925,1,5,21,0,0,4,2,0.07476559974135144
2012-06-01,18,0.713,1,5,21,0,0,4,2,0.05763013255738765
2012-06-01,19,0.597,1,5,21,0,0,4,2,0.0482541222114452
2012-06-01,20,0.559,1,5,21,0,0,4,2,0.04518267054639509
2012-06-01,21,0.752,1,5,21,0,0,4,2,0.060782411897833816
2012-06-01,22,1.584,1,5,21,0,0,4,2,0.1280310378273521
2012-06-01,23,4.188,1,5,21,0,0,4,2,0.33850630455868086
2012-06-02,0,0.613,2,5,21,0,1,5,2,0.04954736501778209
2012-06-02,1,0.442,2,5,21,0,1,5,2,0.03572583252505658
2012-06-02,2,0.496,2,5,21,0,1,5,2,0.04009052699644358
2012-06-02,3,0.484,2,5,21,0,1,5,2,0.03912059489169092
2012-06-02,4,0.447,2,5,21,0,1,5,2,0.03612997090203686
2012-06-02,5,0.46,2,5,21,0,1,5,2,0.03718073068218558
2012-06-02,6,0.5,2,5,21,0,1,5,2,0.0404138376980278
2012-06-02,7,0.696,2,5,21,0,1,5,2,0.0562560620756547
2012-06-02,8,0.627,2,5,21,0,1,5,2,0.05067895247332687
2012-06-02,9,0.961,2,5,21,0,1,5,2,0.07767539605560944
2012-06-02,10,0.982,2,5,21,0,1,5,2,0.0793727772389266
2012-06-02,11,0.84,2,5,21,0,1,5,2,0.0678952473326867
2012-06-02,12,1.159,2,5,21,0,1,5,2,0.09367927578402846
2012-06-02,13,2.213,2,5,21,0,1,5,2,0.17887164565147107
2012-06-02,14,0.457,2,5,21,0,1,5,2,0.03693824765599742
2012-06-02,15,0.479,2,5,21,0,1,5,2,0.03871645651471064
2012-06-02,16,0.462,2,5,21,0,1,5,2,0.037342386032977695
2012-06-02,17,0.473,2,5,21,0,1,5,2,0.0382314904623343
2012-06-02,18,2.104,2,5,21,0,1,5,2,0.17006142903330101
2012-06-02,19,1.536,2,5,21,0,1,5,2,0.12415130940834142
2012-06-02,20,1.152,2,5,21,0,1,5,2,0.09311348205625605
2012-06-02,21,0.935,2,5,21,0,1,5,2,0.075573876495312
2012-06-02,22,0.871,2,5,21,0,1,5,2,0.07040090526996444
2012-06-02,23,0.942,2,5,21,0,1,5,2,0.07613967022308438
2012-06-03,0,1.133,3,5,21,0,1,6,2,0.091577756223731
2012-06-03,1,1.428,3,5,21,0,1,6,2,0.1154219204655674
2012-06-03,2,0.435,3,5,21,0,1,6,2,0.03516003879728419
2012-06-03,3,0.504,3,5,21,0,1,6,2,0.040737148399612025
2012-06-03,4,0.466,3,5,21,0,1,6,2,0.03766569673456192
2012-06-03,5,0.449,3,5,21,0,1,6,2,0.03629162625282897
2012-06-03,6,0.452,3,5,21,0,1,6,2,0.03653410927901714
2012-06-03,7,0.477,3,5,21,0,1,6,2,0.038554801163918524
2012-06-03,8,0.452,3,5,21,0,1,6,2,0.03653410927901714
2012-06-03,9,0.627,3,5,21,0,1,6,2,0.05067895247332687
2012-06-03,10,1.494,3,5,21,0,1,6,2,0.12075654704170709
2012-06-03,11,0.937,3,5,21,0,1,6,2,0.07573553184610411
2012-06-03,12,1.575,3,5,21,0,1,6,2,0.12730358874878758
2012-06-03,13,1.123,3,5,21,0,1,6,2,0.09076947946977044
2012-06-03,14,0.529,3,5,21,0,1,6,2,0.04275784028451342
2012-06-03,15,0.63,3,5,21,0,1,6,2,0.050921435499515035
2012-06-03,16,0.618,3,5,21,0,1,6,2,0.04995150339476237
2012-06-03,17,1.965,3,5,21,0,1,6,2,0.1588263821532493
2012-06-03,18,1.191,3,5,21,0,1,6,2,0.09626576139670223
2012-06-03,19,1.22,3,5,21,0,1,6,2,0.09860976398318784
2012-06-03,20,1.248,3,5,21,0,1,6,2,0.1008729388942774
2012-06-03,21,1.274,3,5,21,0,1,6,2,0.10297445845457485
2012-06-03,22,1.298,3,5,21,0,1,6,2,0.10491432266408018
2012-06-03,23,1.319,3,5,21,0,1,6,2,0.10661170384739735
2012-06-04,0,1.337,4,5,22,0,0,0,2,0.10806660200452635
2012-06-04,1,1.351,4,5,22,0,0,0,2,0.10919818946007112
2012-06-04,2,1.536,4,5,22,0,0,0,2,0.12415130940834142
2012-06-04,3,1.54,4,5,22,0,0,0,2,0.12447462010992565
2012-06-04,4,1.537,4,5,22,0,0,0,2,0.12423213708373747
2012-06-04,5,1.527,4,5,22,0,0,0,2,0.12342386032977691
2012-06-04,6,1.509,4,5,22,0,0,0,2,0.12196896217264791
2012-06-04,7,1.482,4,5,22,0,0,0,2,0.11978661493695442
2012-06-04,8,1.446,4,5,22,0,0,0,2,0.1168768186226964
2012-06-04,9,1.399,4,5,22,0,0,0,2,0.1130779178790818
2012-06-04,10,1.199,4,5,22,0,0,0,2,0.09691238279987069
2012-06-04,11,1.29,4,5,22,0,0,0,2,0.10426770126091174
2012-06-04,12,0.947,4,5,22,0,0,0,2,0.07654380860006466
2012-06-04,13,0.626,4,5,22,0,0,0,2,0.05059812479793081
2012-06-04,14,0.827,4,5,22,0,0,0,2,0.06684448755253798
2012-06-04,15,0.766,4,5,22,0,0,0,2,0.0619139993533786
2012-06-04,16,0.871,4,5,22,0,0,0,2,0.07040090526996444
2012-06-04,17,0.761,4,5,22,0,0,0,2,0.06150986097639832
2012-06-04,18,0.667,4,5,22,0,0,0,2,0.05391205948916909
2012-06-04,19,0.624,4,5,22,0,0,0,2,0.0504364694471387
2012-06-04,20,0.598,4,5,22,0,0,0,2,0.048334949886841255
2012-06-04,21,0.586,4,5,22,0,0,0,2,0.047365017782088584
2012-06-04,22,0.586,4,5,22,0,0,0,2,0.047365017782088584
2012-06-04,23,0.598,4,5,22,0,0,0,2,0.048334949886841255
2012-06-05,0,0.618,5,5,22,0,0,1,2,0.04995150339476237
2012-06-05,1,0.644,5,5,22,0,0,1,2,0.05205302295505981
2012-06-05,2,0.472,5,5,22,0,0,1,2,0.038150662786938246
2012-06-05,3,0.457,5,5,22,0,0,1,2,0.03693824765599742
2012-06-05,4,0.469,5,5,22,0,0,1,2,0.03790817976075008
2012-06-05,5,0.974,5,5,22,0,0,1,2,0.07872615583575816
2012-06-05,6,0.447,5,5,22,0,0,1,2,0.03612997090203686
2012-06-05,7,1.265,5,5,22,0,0,1,2,0.10224700937601033
2012-06-05,8,0.947,5,5,22,0,0,1,2,0.07654380860006466
2012-06-05,9,0.634,5,5,22,0,0,1,2,0.051244746201099256
2012-06-05,10,1.029,5,5,22,0,0,1,2,0.08317167798254121
2012-06-05,11,0.606,5,5,22,0,0,1,2,0.0489815712900097
2012-06-05,12,0.723,5,5,22,0,0,1,2,0.0584384093113482
2012-06-05,13,0.627,5,5,22,0,0,1,2,0.05067895247332687
2012-06-05,14,2.467,5,5,22,0,0,1,2,0.1994018752020692
2012-06-05,15,0.918,5,5,22,0,0,1,2,0.07419980601357905
2012-06-05,16,1.768,5,5,22,0,0,1,2,0.14290333010022632
2012-06-05,17,2.221,5,5,22,0,0,1,2,0.17951826705463952
2012-06-05,18,0.994,5,5,22,0,0,1,2,0.08034270934367928
2012-06-05,19,1.063,5,5,22,0,0,1,2,0.08591981894600711
2012-06-05,20,1.124,5,5,22,0,0,1,2,0.09085030714516651
2012-06-05,21,1.177,5,5,22,0,0,1,2,0.09513417394115746
2012-06-05,22,1.222,5,5,22,0,0,1,2,0.09877141933397995
2012-06-05,23,1.261,5,5,22,0,0,1,2,0.10192369867442612
2012-06-06,0,1.292,6,5,22,0,0,2,2,0.10442935661170386
2012-06-06,1,1.316,6,5,22,0,0,2,2,0.10636922082120918
2012-06-06,2,0.922,6,5,22,0,0,2,2,0.07452311671516328
2012-06-06,3,0.93,6,5,22,0,0,2,2,0.07516973811833172
2012-06-06,4,0.934,6,5,22,0,0,2,2,0.07549304881991595
2012-06-06,5,0.934,6,5,22,0,0,2,2,0.07549304881991595
2012-06-06,6,0.931,6,5,22,0,0,2,2,0.07525056579372778
2012-06-06,7,0.924,6,5,22,0,0,2,2,0.07468477206595539
2012-06-06,8,0.914,6,5,22,0,0,2,2,0.07387649531199483
2012-06-06,9,0.9,6,5,22,0,0,2,2,0.07274490785645005
2012-06-06,10,0.884,6,5,22,0,0,2,2,0.07145166505011316
2012-06-06,11,0.865,6,5,22,0,0,2,2,0.0699159392175881
2012-06-06,12,0.844,6,5,22,0,0,2,2,0.06821855803427093
2012-06-06,13,0.82,6,5,22,0,0,2,2,0.0662786938247656
2012-06-06,14,0.795,6,5,22,0,0,2,2,0.06425800193986421
2012-06-06,15,0.767,6,5,22,0,0,2,2,0.06199482702877465
2012-06-06,16,0.738,6,5,22,0,0,2,2,0.05965082444228904
2012-06-06,17,0.707,6,5,22,0,0,2,2,0.057145166505011315
2012-06-06,18,0.841,6,5,22,0,0,2,2,0.06797607500808277
2012-06-06,19,0.942,6,5,22,0,0,2,2,0.07613967022308438
2012-06-06,20,2.544,6,5,22,0,0,2,2,0.20562560620756548
2012-06-06,21,3.186,6,5,22,0,0,2,2,0.2575169738118332
2012-06-06,22,2.273,6,5,22,0,0,2,2,0.1837213061752344
2012-06-06,23,1.515,6,5,22,0,0,2,2,0.12245392822502424
2012-06-07,0,1.225,7,5,22,0,0,3,2,0.09901390236016813
2012-06-07,1,0.475,7,5,22,0,0,3,2,0.03839314581312641
2012-06-07,2,1.619,7,5,22,0,0,3,2,0.13086000646621404
2012-06-07,3,1.492,7,5,22,0,0,3,2,0.12059489169091497
2012-06-07,4,1.376,7,5,22,0,0,3,2,0.11121888134497251
2012-06-07,5,1.273,7,5,22,0,0,3,2,0.10289363077917879
2012-06-07,6,1.186,7,5,22,0,0,3,2,0.09586162301972195
2012-06-07,7,1.117,7,5,22,0,0,3,2,0.09028451341739412
2012-06-07,8,1.07,7,5,22,0,0,3,2,0.08648561267377951
2012-06-07,9,1.046,7,5,22,0,0,3,2,0.08454574846427416
2012-06-07,10,1.132,7,5,22,0,0,3,2,0.09149692854833494
2012-06-07,11,0.628,7,5,22,0,0,3,2,0.05075978014872292
2012-06-07,12,0.618,7,5,22,0,0,3,2,0.04995150339476237
2012-06-07,13,0.968,7,5,22,0,0,3,2,0.07824118978338183
2012-06-07,14,0.848,7,5,22,0,0,3,2,0.06854186873585516
2012-06-07,15,0.8,7,5,22,0,0,3,2,0.06466214031684449
2012-06-07,16,1.113,7,5,22,0,0,3,2,0.08996120271580989
2012-06-07,17,1.059,7,5,22,0,0,3,2,0.08559650824442289
2012-06-07,18,1.449,7,5,22,0,0,3,2,0.11711930164888458
2012-06-07,19,1.425,7,5,22,0,0,3,2,0.11517943743937925
2012-06-07,20,1.386,7,5,22,0,0,3,2,0.11202715809893307
2012-06-07,21,1.336,7,5,22,0,0,3,2,0.1079857743291303
2012-06-07,22,1.281,7,5,22,0,0,3,2,0.10354025218234723
2012-06-07,23,1.227,7,5,22,0,0,3,2,0.09917555771096025
2012-06-08,0,1.179,8,5,22,0,0,4,2,0.09529582929194957
2012-06-08,1,1.143,8,5,22,0,0,4,2,0.09238603297769156
2012-06-08,2,0.98,8,5,22,0,0,4,2,0.07921112188813449
2012-06-08,3,1.122,8,5,22,0,0,4,2,0.09068865179437441
2012-06-08,4,0.922,8,5,22,0,0,4,2,0.07452311671516328
2012-06-08,5,0.883,8,5,22,0,0,4,2,0.07137083737471711
2012-06-08,6,0.896,8,5,22,0,0,4,2,0.07242159715486583
2012-06-08,7,1.004,8,5,22,0,0,4,2,0.08115098609763984
2012-06-08,8,0.861,8,5,22,0,0,4,2,0.06959262851600388
2012-06-08,9,1.151,8,5,22,0,0,4,2,0.09303265438086
2012-06-08,10,0.454,8,5,22,0,0,4,2,0.036695764629809245
2012-06-08,11,0.496,8,5,22,0,0,4,2,0.04009052699644358
2012-06-08,12,0.537,8,5,22,0,0,4,2,0.04340446168768187
2012-06-08,13,0.574,8,5,22,0,0,4,2,0.04639508567733592
2012-06-08,14,0.606,8,5,22,0,0,4,2,0.0489815712900097
2012-06-08,15,0.632,8,5,22,0,0,4,2,0.05108309085030715
2012-06-08,16,0.649,8,5,22,0,0,4,2,0.05245716133204009
2012-06-08,17,0.655,8,5,22,0,0,4,2,0.05294212738441643
2012-06-08,18,2.289,8,5,22,0,0,4,2,0.1850145489815713
2012-06-08,19,0.9,8,5,22,0,0,4,2,0.07274490785645005
2012-06-08,20,3.231,8,5,22,0,0,4,2,0.26115421920465565
2012-06-08,21,1.782,8,5,22,0,0,4,2,0.1440349175557711
2012-06-08,22,1.857,8,5,22,0,0,4,2,0.15009699321047526
2012-06-08,23,1.972,8,5,22,0,0,4,2,0.15939217588102167
2012-06-09,0,0.98,9,5,22,0,1,5,2,0.07921112188813449
2012-06-09,1,0.62,9,5,22,0,1,5,2,0.05011315874555448
2012-06-09,2,0.927,9,5,22,0,1,5,2,0.07492725509214355
2012-06-09,3,0.853,9,5,22,0,1,5,2,0.06894600711283544
2012-06-09,4,0.788,9,5,22,0,1,5,2,0.06369220821209183
2012-06-09,5,0.732,9,5,22,0,1,5,2,0.05916585838991271
2012-06-09,6,0.685,9,5,22,0,1,5,2,0.0553669576462981
2012-06-09,7,0.647,9,5,22,0,1,5,2,0.052295505981247985
2012-06-09,8,0.62,9,5,22,0,1,5,2,0.05011315874555448
2012-06-09,9,0.604,9,5,22,0,1,5,2,0.048819915939217584
2012-06-09,10,0.929,9,5,22,0,1,5,2,0.07508891044293567
2012-06-09,11,1.301,9,5,22,0,1,5,2,0.10515680569026835
2012-06-09,12,0.711,9,5,22,0,1,5,2,0.057468477206595536
2012-06-09,13,0.962,9,5,22,0,1,5,2,0.07775622373100549
2012-06-09,14,0.718,9,5,22,0,1,5,2,0.05803427093436793
2012-06-09,15,0.598,9,5,22,0,1,5,2,0.048334949886841255
2012-06-09,16,0.44,9,5,22,0,1,5,2,0.035564177174264466
2012-06-09,17,0.517,9,5,22,0,1,5,2,0.041787908179760754
2012-06-09,18,0.831,9,5,22,0,1,5,2,0.06716779825412221
2012-06-09,19,2.657,9,5,22,0,1,5,2,0.21475913352731976
2012-06-09,20,2.593,9,5,22,0,1,5,2,0.2095861623019722
2012-06-09,21,1.201,9,5,22,0,1,5,2,0.09707403815066279
2012-06-09,22,0.733,9,5,22,0,1,5,2,0.05924668606530876
2012-06-09,23,0.637,9,5,22,0,1,5,2,0.05148722922728743
2012-06-10,0,0.448,10,5,22,0,1,6,2,0.036210798577432916
2012-06-10,1,0.431,10,5,22,0,1,6,2,0.034836728095699966
2012-06-10,2,0.507,10,5,22,0,1,6,2,0.040979631425800196
2012-06-10,3,0.82,10,5,22,0,1,6,2,0.0662786938247656
2012-06-10,4,0.873,10,5,22,0,1,6,2,0.07056256062075655
2012-06-10,5,0.894,10,5,22,0,1,6,2,0.07225994180407372
2012-06-10,6,0.497,10,5,22,0,1,6,2,0.04017135467183964
2012-06-10,7,0.837,10,5,22,0,1,6,2,0.06765276430649854
2012-06-10,8,0.884,10,5,22,0,1,6,2,0.07145166505011316
2012-06-10,9,0.994,10,5,22,0,1,6,2,0.08034270934367928
2012-06-10,10,1.222,10,5,22,0,1,6,2,0.09877141933397995
2012-06-10,11,0.768,10,5,22,0,1,6,2,0.06207565470417071
2012-06-10,12,0.95,10,5,22,0,1,6,2,0.07678629162625282
2012-06-10,13,0.907,10,5,22,0,1,6,2,0.07331070158422244
2012-06-10,14,0.609,10,5,22,0,1,6,2,0.04922405431619786
2012-06-10,15,0.68,10,5,22,0,1,6,2,0.05496281926931782
2012-06-10,16,0.471,10,5,22,0,1,6,2,0.03806983511154219
2012-06-10,17,0.471,10,5,22,0,1,6,2,0.03806983511154219
2012-06-10,18,0.455,10,5,22,0,1,6,2,0.0367765923052053
2012-06-10,19,0.438,10,5,22,0,1,6,2,0.03540252182347236
2012-06-10,20,0.479,10,5,22,0,1,6,2,0.03871645651471064
2012-06-10,21,0.565,10,5,22,0,1,6,2,0.04566763659877142
2012-06-10,22,0.442,10,5,22,0,1,6,2,0.03572583252505658
2012-06-10,23,0.761,10,5,22,0,1,6,2,0.06150986097639832
2012-06-11,0,0.62,11,5,23,0,0,0,2,0.05011315874555448
2012-06-11,1,0.459,11,5,23,0,0,0,2,0.037099903006789524
2012-06-11,2,0.456,11,5,23,0,0,0,2,0.03685741998060136
2012-06-11,3,0.543,11,5,23,0,0,0,2,0.0438894277400582
2012-06-11,4,0.741,11,5,23,0,0,0,2,0.05989330746847721
2012-06-11,5,0.908,11,5,23,0,0,0,2,0.07339152925961849
2012-06-11,6,0.855,11,5,23,0,0,0,2,0.06910766246362754
2012-06-11,7,0.907,11,5,23,0,0,0,2,0.07331070158422244
2012-06-11,8,0.433,11,5,23,0,0,0,2,0.03499838344649208
2012-06-11,9,1.037,11,5,23,0,0,0,2,0.08381829938570966
2012-06-11,10,0.704,11,5,23,0,0,0,2,0.05690268347882314
2012-06-11,11,0.677,11,5,23,0,0,0,2,0.05472033624312965
2012-06-11,12,0.584,11,5,23,0,0,0,2,0.047203362431296476
2012-06-11,13,0.731,11,5,23,0,0,0,2,0.05908503071451665
2012-06-11,14,0.786,11,5,23,0,0,0,2,0.06353055286129972
2012-06-11,15,0.439,11,5,23,0,0,0,2,0.035483349498868416
2012-06-11,16,0.585,11,5,23,0,0,0,2,0.04728419010669253
2012-06-11,17,0.627,11,5,23,0,0,0,2,0.05067895247332687
2012-06-11,18,0.817,11,5,23,0,0,0,2,0.06603621079857742
2012-06-11,19,1.796,11,5,23,0,0,0,2,0.14516650501131587
2012-06-11,20,1.074,11,5,23,0,0,0,2,0.08680892337536374
2012-06-11,21,0.729,11,5,23,0,0,0,2,0.05892337536372454
2012-06-11,22,0.738,11,5,23,0,0,0,2,0.05965082444228904
2012-06-11,23,0.45,11,5,23,0,0,0,2,0.036372453928225024
2012-06-12,0,0.489,12,5,23,0,0,1,2,0.039524733268671196
2012-06-12,1,0.456,12,5,23,0,0,1,2,0.03685741998060136
2012-06-12,2,0.876,12,5,23,0,0,1,2,0.07080504364694472
2012-06-12,3,0.846,12,5,23,0,0,1,2,0.06838021338506305
2012-06-12,4,0.815,12,5,23,0,0,1,2,0.06587455544778532
2012-06-12,5,0.786,12,5,23,0,0,1,2,0.06353055286129972
2012-06-12,6,0.758,12,5,23,0,0,1,2,0.06126737795021015
2012-06-12,7,0.732,12,5,23,0,0,1,2,0.05916585838991271
2012-06-12,8,0.708,12,5,23,0,0,1,2,0.05722599418040737
2012-06-12,9,0.689,12,5,23,0,0,1,2,0.055690268347882314
2012-06-12,10,0.424,12,5,23,0,0,1,2,0.03427093436792758
2012-06-12,11,0.459,12,5,23,0,0,1,2,0.037099903006789524
2012-06-12,12,0.464,12,5,23,0,0,1,2,0.0375040413837698
2012-06-12,13,0.437,12,5,23,0,0,1,2,0.0353216941480763
2012-06-12,14,0.434,12,5,23,0,0,1,2,0.03507921112188814
2012-06-12,15,0.466,12,5,23,0,0,1,2,0.03766569673456192
2012-06-12,16,0.607,12,5,23,0,0,1,2,0.049062398965405755
2012-06-12,17,0.925,12,5,23,0,0,1,2,0.07476559974135144
2012-06-12,18,0.699,12,5,23,0,0,1,2,0.056498545101842865
2012-06-12,19,0.714,12,5,23,0,0,1,2,0.0577109602327837
2012-06-12,20,0.731,12,5,23,0,0,1,2,0.05908503071451665
2012-06-12,21,0.749,12,5,23,0,0,1,2,0.06053992887164565
2012-06-12,22,0.768,12,5,23,0,0,1,2,0.06207565470417071
2012-06-12,23,0.786,12,5,23,0,0,1,2,0.06353055286129972
2012-06-13,0,0.805,13,5,23,0,0,2,2,0.06506627869382477
2012-06-13,1,0.823,13,5,23,0,0,2,2,0.06652117685095377
2012-06-13,2,0.622,13,5,23,0,0,2,2,0.05027481409634659
2012-06-13,3,0.633,13,5,23,0,0,2,2,0.0511639185257032
2012-06-13,4,0.643,13,5,23,0,0,2,2,0.051972195279663756
2012-06-13,5,0.652,13,5,23,0,0,2,2,0.052699644358228256
2012-06-13,6,0.658,13,5,23,0,0,2,2,0.05318461041060459
2012-06-13,7,0.662,13,5,23,0,0,2,2,0.053507921112188814
2012-06-13,8,0.664,13,5,23,0,0,2,2,0.05366957646298093
2012-06-13,9,0.663,13,5,23,0,0,2,2,0.05358874878758487
2012-06-13,10,0.586,13,5,23,0,0,2,2,0.047365017782088584
2012-06-13,11,0.721,13,5,23,0,0,2,2,0.058276753960556094
2012-06-13,12,0.43,13,5,23,0,0,2,2,0.03475590042030391
2012-06-13,13,0.847,13,5,23,0,0,2,2,0.0684610410604591
2012-06-13,14,0.419,13,5,23,0,0,2,2,0.0338667959909473
2012-06-13,15,0.439,13,5,23,0,0,2,2,0.035483349498868416
2012-06-13,16,0.622,13,5,23,0,0,2,2,0.05027481409634659
2012-06-13,17,0.802,13,5,23,0,0,2,2,0.0648237956676366
2012-06-13,18,0.889,13,5,23,0,0,2,2,0.07185580342709344
2012-06-13,19,0.731,13,5,23,0,0,2,2,0.05908503071451665
2012-06-13,20,0.665,13,5,23,0,0,2,2,0.053750404138376985
2012-06-13,21,0.734,13,5,23,0,0,2,2,0.059327513740704815
2012-06-13,22,0.665,13,5,23,0,0,2,2,0.053750404138376985
2012-06-13,23,0.848,13,5,23,0,0,2,2,0.06854186873585516
2012-06-14,0,0.554,14,5,23,0,0,3,2,0.04477853216941481
2012-06-14,1,0.861,14,5,23,0,0,3,2,0.06959262851600388
2012-06-14,2,0.891,14,5,23,0,0,3,2,0.07201745877788555
2012-06-14,3,0.797,14,5,23,0,0,3,2,0.06441965729065632
2012-06-14,4,0.567,14,5,23,0,0,3,2,0.045829291949563526
2012-06-14,5,0.896,14,5,23,0,0,3,2,0.07242159715486583
2012-06-14,6,0.923,14,5,23,0,0,3,2,0.07460394439055933
2012-06-14,7,1.234,14,5,23,0,0,3,2,0.09974135143873263
2012-06-14,8,0.867,14,5,23,0,0,3,2,0.07007759456838021
2012-06-14,9,0.859,14,5,23,0,0,3,2,0.06943097316521177
2012-06-14,10,0.55,14,5,23,0,0,3,2,0.04445522146783059
2012-06-14,11,0.726,14,5,23,0,0,3,2,0.05868089233753637
2012-06-14,12,0.858,14,5,23,0,0,3,2,0.06935014548981572
2012-06-14,13,0.458,14,5,23,0,0,3,2,0.037019075331393474
2012-06-14,14,0.801,14,5,23,0,0,3,2,0.06474296799224055
2012-06-14,15,0.428,14,5,23,0,0,3,2,0.0345942450695118
2012-06-14,16,1.213,14,5,23,0,0,3,2,0.09804397025541546
2012-06-14,17,0.635,14,5,23,0,0,3,2,0.05132557387649531
2012-06-14,18,0.424,14,5,23,0,0,3,2,0.03427093436792758
2012-06-14,19,0.436,14,5,23,0,0,3,2,0.035240866472680245
2012-06-14,20,0.448,14,5,23,0,0,3,2,0.036210798577432916
2012-06-14,21,0.46,14,5,23,0,0,3,2,0.03718073068218558
2012-06-14,22,0.471,14,5,23,0,0,3,2,0.03806983511154219
2012-06-14,23,0.481,14,5,23,0,0,3,2,0.038878111865502746
2012-06-15,0,0.489,15,5,23,0,0,4,2,0.039524733268671196
2012-06-15,1,0.494,15,5,23,0,0,4,2,0.039928871645651474
2012-06-15,2,0.914,15,5,23,0,0,4,2,0.07387649531199483
2012-06-15,3,0.897,15,5,23,0,0,4,2,0.07250242483026188
2012-06-15,4,0.979,15,5,23,0,0,4,2,0.07913029421273844
2012-06-15,5,0.965,15,5,23,0,0,4,2,0.07799870675719366
2012-06-15,6,0.95,15,5,23,0,0,4,2,0.07678629162625282
2012-06-15,7,1.278,15,5,23,0,0,4,2,0.10329776915615907
2012-06-15,8,0.895,15,5,23,0,0,4,2,0.07234076947946977
2012-06-15,9,0.478,15,5,23,0,0,4,2,0.03863562883931458
2012-06-15,10,0.983,15,5,23,0,0,4,2,0.07945360491432267
2012-06-15,11,0.933,15,5,23,0,0,4,2,0.07541222114451988
2012-06-15,12,0.881,15,5,23,0,0,4,2,0.071209182023925
2012-06-15,13,0.829,15,5,23,0,0,4,2,0.0670061429033301
2012-06-15,14,0.775,15,5,23,0,0,4,2,0.0626414484319431
2012-06-15,15,0.723,15,5,23,0,0,4,2,0.0584384093113482
2012-06-15,16,0.672,15,5,23,0,0,4,2,0.05431619786614937
2012-06-15,17,0.624,15,5,23,0,0,4,2,0.0504364694471387
2012-06-15,18,0.579,15,5,23,0,0,4,2,0.0467992240543162
2012-06-15,19,0.539,15,5,23,0,0,4,2,0.043566117038473975
2012-06-15,20,0.503,15,5,23,0,0,4,2,0.040656320724215975
2012-06-15,21,0.474,15,5,23,0,0,4,2,0.03831231813773036
2012-06-15,22,0.452,15,5,23,0,0,4,2,0.03653410927901714
2012-06-15,23,0.438,15,5,23,0,0,4,2,0.03540252182347236
2012-06-16,0,0.433,16,5,23,0,1,5,2,0.03499838344649208
2012-06-16,1,0.437,16,5,23,0,1,5,2,0.0353216941480763
2012-06-16,2,0.437,16,5,23,0,1,5,2,0.0353216941480763
2012-06-16,3,0.456,16,5,23,0,1,5,2,0.03685741998060136
2012-06-16,4,0.448,16,5,23,0,1,5,2,0.036210798577432916
2012-06-16,5,0.431,16,5,23,0,1,5,2,0.034836728095699966
2012-06-16,6,0.459,16,5,23,0,1,5,2,0.037099903006789524
2012-06-16,7,0.439,16,5,23,0,1,5,2,0.035483349498868416
2012-06-16,8,0.43,16,5,23,0,1,5,2,0.03475590042030391
2012-06-16,9,0.455,16,5,23,0,1,5,2,0.0367765923052053
2012-06-16,10,0.561,16,5,23,0,1,5,2,0.045344325897187204
2012-06-16,11,0.498,16,5,23,0,1,5,2,0.040252182347235696
2012-06-16,12,1.296,16,5,23,0,1,5,2,0.10475266731328807
2012-06-16,13,0.691,16,5,23,0,1,5,2,0.05585192369867442
2012-06-16,14,0.668,16,5,23,0,1,5,2,0.05399288716456515
2012-06-16,15,1.184,16,5,23,0,1,5,2,0.09569996766892984
2012-06-16,16,0.614,16,5,23,0,1,5,2,0.04962819269317814
2012-06-16,17,0.47,16,5,23,0,1,5,2,0.03798900743614613
2012-06-16,18,0.469,16,5,23,0,1,5,2,0.03790817976075008
2012-06-16,19,0.459,16,5,23,0,1,5,2,0.037099903006789524
2012-06-16,20,0.83,16,5,23,0,1,5,2,0.06708697057872616
2012-06-16,21,0.491,16,5,23,0,1,5,2,0.0396863886194633
2012-06-16,22,0.454,16,5,23,0,1,5,2,0.036695764629809245
2012-06-16,23,0.847,16,5,23,0,1,5,2,0.0684610410604591
2012-06-17,0,0.461,17,5,23,0,1,6,2,0.03726155835758164
2012-06-17,1,0.642,17,5,23,0,1,6,2,0.051891367604267706
2012-06-17,2,0.776,17,5,23,0,1,6,2,0.06272227610733916
2012-06-17,3,0.495,17,5,23,0,1,6,2,0.040009699321047525
